Employee_ID,Name,Age,City,Department,Salary,Product,Quantity,Rating,Joining_Year
447,Amit,48.0,Dharan,IT,63854.0,Mouse,6,3.1,2019
401,Neha,39.0,Lalitpur,IT,132982.0,Laptop,5,4.8,2025
66,Raj,27.0,Lalitpur,Finance,39168.0,Laptop,5,3.3,2024
207,Aayush,27.0,Chitwan,Marketing,65327.0,Laptop,10,2.9,2021
9,Sabin,34.0,butwal,IT,55021.0,Laptop,6,2.6,2019
78,Pooja,31.0,Biratnagar,IT,117801.0,Keyboard,5,1.2,2018
59,Ramesh,50.0,kathmandu,Finance,64139.0,Tablet,7,3.2,2021
251,Sabin,23.0,Kathmandu,IT,148887.0,Laptop,1,10.0,2021
120,Priya,46.0,Pokhara,Sales,105694.0,Tablet,5,1.1,2023
476,Raj,50.0,Dharan,HR,53752.0,Tablet,10,1.6,2020
320,Suman,23.0,Biratnagar,Operations,122215.0,Keyboard,2,1.1,2020
142,Nisha,28.0,biratnagar,Finance,68007.0,Monitor,1,3.0,2024
89,Sita,34.0,Kathmandu,Operations,132665.0,Headphones,10,1.2,2020
469,Kiran,54.0,Lalitpur,Sales,110678.0,Tablet,6,3.4,2019
308,Priya,50.0,Pokhara,HR,75209.0,Monitor,2,1.4,2023
301,Aarav,25.0,Dharan,Operations,112050.0,Printer,2,4.2,2024
324,Rohan,34.0,Kathmandu,IT,137550.0,Laptop,4,1.2,2023
255,Amit,200.0,Butwal,Finance,129193.0,Tablet,2,2.5,2024
322,Rohan,21.0,Butwal,Sales,60649.0,Monitor,5,3.8,2019
61,Anish,49.0,Lalitpur,Marketing,95008.0,Laptop,7,3.4,2018
350,Neha,29.0,Bhaktapur,Sales,96057.0,Headphones,3,3.0,2019
325,Priya,31.0,Kathmandu,Marketing,,Tablet,4,2.3,2024
257,Sabin,50.0,Kathmandu,Operations,26238.0,Keyboard,2,3.0,2024
302,Maya,33.0,Dharan,Finance,67318.0,Headphones,6,3.2,2020
297,Kiran,54.0,Lalitpur,Finance,117281.0,Headphones,5,3.3,2019
316,Aarav,24.0,Kathmandu,Finance,53277.0,Laptop,1,4.8,2024
443,Sita,52.0,Lalitpur,Sales,,Tablet,2,2.4,2021
47,Sneha,52.0,Biratnagar,Operations,78528.0,Printer,7,3.8,2020
87,Bibek,30.0,Biratnagar,Marketing,Rs. 123167,Headphones,8,1.5,2022
110,Riya,26.0,Bhaktapur,Sales,99963.0,Printer,10,2.2,2022
361,Suman,24.0,Kathmandu,Finance,27631.0,Printer,5,4.8,2019
134,Bibek,38.0,Biratnagar,Finance,38579.0,Mouse,3,3.6,2021
17,Rahul,23.0,Bhaktapur,Marketing,149118.0,Monitor,2,3.9,2019
304,Suman,20.0,Chitwan,HR,115255.0,Keyboard,5,1.6,2022
194,Sneha,50.0,Bhaktapur,Operations,78227.0,Headphones,8,1.3,2018
467,Riya,34.0,Pokhara,Finance,73422.0,Mouse,1,3.7,2023
117,Ramesh,43.0,Pokhara,Operations,55647.0,Webcam,1,3.5,2023
356,Neha,45.0,Kathmandu,HR,103956.0,Printer,10,1.9,2019
331,Ramesh,39.0,Pokhara,HR,94443.0,Mouse,7,3.0,2018
367,Ramesh,50.0,Dharan,Operations,59734.0,Monitor,9,2.6,2023
295,  Kiran ,42.0,Pokhara,Sales,-5000.0,Monitor,4,1.8,2023
28,Nisha,38.0,Bhaktapur,,100914.0,Laptop,6,1.2,2025
141,Neha,51.0,Biratnagar,IT,Rs. 53903,Tablet,10,1.2,2021
199,Sneha,51.0,Kathmandu,IT,148893.0,Tablet,9,2.8,2021
378,Pooja,21.0,Butwal,Finance,65756.0,Headphones,8,4.4,2019
15,Kiran,52.0,Lalitpur,Marketing,144619.0,Monitor,5,4.4,2021
88,Ramesh,37.0,Dharan,Sales,35543.0,Laptop,7,3.9,2022
266,Priya,25.0,Lalitpur,Sales,83830.0,Tablet,2,1.1,2023
263,Riya,34.0,Butwal,Marketing,$148357,Tablet,7,1.7,2024
223,Rohan,31.0,Lalitpur,Sales,67415.0,Mouse,1,2.0,2021
244,  Kiran ,44.0,Kathmandu,IT,0.0,Mouse,8,1.8,2023
260,Ramesh,24.0,Biratnagar,HR,98919.0,Mouse,10,4.3,2024
396,Priya,28.0,Bhaktapur,Finance,78633.0,Webcam,3,2.3,2020
411,Sita,52.0,Pokhara,Operations,119840.0,Monitor,5,3.6,2025
355,Neha,31.0,Chitwan,Finance,121206.0,Headphones,3,1.7,2018
104,Bibek,24.0,Bhaktapur,Operations,114705.0,Headphones,4,4.0,2024
150,Neha,23.0,Butwal,Marketing,34724.0,Headphones,8,2.8,2018
140,  Raj ,48.0,Chitwan,Finance,53255.0,Monitor,6,2.7,2022
68,Sabin,47.0,Butwal,IT,91317.0,Printer,1,4.4,2025
4,Maya,41.0,Biratnagar,HR,53221.0,Printer,2,1.4,2019
343,Maya,31.0,Butwal,HR,144053.0,Keyboard,5,2.1,2020
57,Priya,34.0,Chitwan,Operations,45028.0,Mouse,2,2.7,2023
305,Pooja,36.0,pokhara,Finance,112098.0,Keyboard,1,2.6,2022
234,Pooja,27.0,Lalitpur,Marketing,76518.0,Keyboard,4,4.3,2018
374,Aayush,37.0,Dharan,IT,128094.0,Tablet,2,2.7,2020
52,Maya,32.0,Chitwan,Sales,77383.0,Mouse,3,3.6,2018
2,Maya,22.0,Kathmandu,IT,53657.0,Mouse,9,3.4,2021
19,Sabin,32.0,Biratnagar,Sales,113039.0,Printer,8,4.6,2025
269,Anish,47.0,Biratnagar,Sales,64289.0,Webcam,2,2.4,2021
480,Riya,28.0,Kathmandu,Operations,110096.0,Tablet,9,2.7,2018
313,Amit,52.0,Bhaktapur,Operations,76347.0,Headphones,1,4.1,2021
26,Sabin,20.0,Pokhara,HR,46798.0,Tablet,8,2.9,2024
184,Kiran,48.0,Bhaktapur,Marketing,62431.0,Webcam,4,1.5,2019
358,Aayush,48.0,Kathmandu,Finance,52483.0,Mouse,2,2.4,2019
187,Aarav,43.0,Butwal,Sales,130337.0,Keyboard,10,4.5,2019
44,Neha,36.0,Kathmandu,IT,103193.0,Tablet,6,3.9,2023
130,Amit,47.0,Pokhara,Operations,39996.0,Mouse,7,2.8,2021
360,Pooja,54.0,Chitwan,IT,133633.0,Webcam,10,3.6,2021
245,Aarav,33.0,Bhaktapur,Operations,40376.0,Webcam,4,3.8,2021
256,Neha,35.0,Bhaktapur,Finance,114658.0,Monitor,1,1.4,2024
271,Ramesh,41.0,Dharan,Finance,81441.0,Keyboard,5,2.3,2021
391,Ramesh,44.0,Kathmandu,Marketing,117808.0,Mouse,6,3.9,2021
482,Priya,36.0,Dharan,HR,144286.0,Monitor,5,3.4,2024
155,Aayush,26.0,Chitwan,Finance,58029.0,Keyboard,6,1.3,2020
372,Anish,33.0,Bhaktapur,HR,30593.0,Tablet,2,5.0,2024
31,Nisha,40.0,Bhaktapur,Finance,76876.0,Keyboard,5,2.8,2019
71,Suman,35.0,Dharan,Marketing,104997.0,Tablet,6,1.1,2023
464,Kiran,54.0,Dharan,Operations,126606.0,Keyboard,6,2.6,2022
159,Sabin,53.0,Kathmandu,Operations,69140.0,Keyboard,10,2.5,2020
485,Pooja,37.0,Chitwan,HR,79162.0,Webcam,3,2.5,2025
458,Nisha,51.0,Butwal,Finance,41805.0,Mouse,2,2.1,2019
272,Aayush,31.0,Chitwan,Finance,63200.0,Webcam,10,4.1,2023
147,Amit,27.0,Bhaktapur,Finance,71019.0,Keyboard,4,1.4,2022
206,Ramesh,39.0,Butwal,Marketing,133565.0,Webcam,10,2.2,2018
279,Pooja,45.0,Dharan,Operations,102147.0,Keyboard,6,5.0,2025
395,Neha,,,HR,90598.0,Monitor,7,3.1,2024
315,Aayush,28.0,Chitwan,Marketing,,Printer,9,3.7,2025
419,Aayush,53.0,Pokhara,Sales,111732.0,Mouse,8,2.4,2024
332,Kiran,25.0,Kathmandu,HR,142609.0,Tablet,6,2.8,2019
65,Priya,50.0,Pokhara,Marketing,149224.0,Mouse,8,3.8,2023
326,Aayush,37.0,Pokhara,Marketing,73864.0,Monitor,9,3.7,2018
419,Aayush,53.0,Pokhara,Sales,111732.0,Mouse,8,2.4,2024
388,Rohan,20.0,Butwal,Marketing,109848.0,Headphones,5,3.7,2025
169,Rohan,51.0,Kathmandu,Operations,92551.0,Mouse,3,2.2,2018
77,Nisha,50.0,Biratnagar,Operations,102278.0,Headphones,2,4.3,2022
291,  Riya ,46.0,Dharan,Sales,46922.0,Monitor,10,1.1,2021
412,Kiran,49.0,Kathmandu,IT,131584.0,Keyboard,1,4.4,2023
351,Rahul,34.0,Kathmandu,Marketing,87650.0,Laptop,6,4.7,2021
119,Riya,27.0,Pokhara,HR,141294.0,Keyboard,7,2.8,2024
214,Pooja,29.0,Biratnagar,IT,62700.0,Monitor,6,4.7,2022
354,Priya,30.0,Chitwan,Operations,88858.0,Printer,3,3.8,2023
359,  Aarav ,23.0,Chitwan,Sales,121021.0,Tablet,3,4.5,2025
181,  Priya ,48.0,Kathmandu,HR,33812.0,Mouse,6,2.4,2018
349,Anish,31.0,Bhaktapur,Marketing,66681.0,Printer,10,1.1,2023
381,Sneha,52.0,Chitwan,HR,127303.0,Laptop,3,1.8,2021
100,Rahul,44.0,Bhaktapur,Sales,30720.0,Printer,8,3.8,2024
362,Anish,,lalitpur,Operations,34830.0,Monitor,6,3.4,2025
136,Raj,55.0,Kathmandu,Marketing,146776.0,Headphones,1,1.7,2022
177,Anish,51.0,Dharan,Finance,146151.0,Headphones,2,3.9,2019
446,Rohan,44.0,Biratnagar,Marketing,119892.0,Headphones,1,4.6,2023
494,Amit,26.0,Pokhara,Marketing,63568.0,Printer,2,4.2,2022
85,Bibek,34.0,Biratnagar,Operations,62056.0,Webcam,2,3.7,2022
47,Sneha,52.0,Biratnagar,Operations,78528.0,Printer,7,3.8,2020
40,Anish,46.0,Kathmandu,HR,121542.0,Printer,7,4.2,2021
341,Neha,36.0,Pokhara,IT,33450.0,Mouse,8,4.2,2019
3,Sabin,46.0,Bhaktapur,Sales,102236.0,Headphones,1,4.0,2020
452,Aarav,24.0,Kathmandu,Operations,136181.0,Monitor,6,4.7,2019
312,Rahul,37.0,Pokhara,HR,97534.0,Headphones,1,4.4,2022
306,Rahul,47.0,Pokhara,Operations,37475.0,Laptop,4,2.9,2020
69,Maya,43.0,Dharan,Operations,45052.0,Tablet,3,3.9,2022
209,Neha,27.0,Bhaktapur,IT,82807.0,Printer,7,1.6,2021
497,Rahul,40.0,Chitwan,Finance,92699.0,Laptop,5,2.0,2019
421,Sita,51.0,Butwal,HR,68371.0,Headphones,1,3.0,2024
254,Sneha,21.0,chitwan,HR,39026.0,Monitor,9,1.6,2021
335,Suman,37.0,Bhaktapur,IT,148673.0,Mouse,3,4.1,2019
340,Aarav,23.0,Bhaktapur,HR,50969.0,Tablet,6,3.7,2019
410,Riya,41.0,Bhaktapur,IT,26671.0,Monitor,2,4.3,2025
112,Raj,42.0,Bhaktapur,Operations,49920.0,Headphones,3,3.5,2018
225,Rohan,49.0,biratnagar,HR,78138.0,Headphones,2,3.6,2022
431,  Rahul ,37.0,Chitwan,Finance,63557.0,Webcam,3,1.6,2022
33,Pooja,38.0,Lalitpur,Sales,134280.0,Headphones,10,4.9,2018
74,Riya,,Dharan,IT,37196.0,Headphones,4,2.6,2021
48,Maya,44.0,Lalitpur,Marketing,99593.0,Headphones,7,3.2,2018
127,Neha,26.0,Dharan,Marketing,54038.0,Laptop,9,2.2,2018
114,Nisha,28.0,Butwal,Marketing,90771.0,Headphones,3,2.0,2025
97,Riya,35.0,Dharan,Marketing,$43958,Tablet,4,4.7,2020
226,Raj,34.0,Bhaktapur,HR,87676.0,Keyboard,8,4.0,2023
215,Riya,33.0,Bhaktapur,Marketing,60537.0,Headphones,3,1.4,2021
58,Suman,46.0,Kathmandu,HR,134168.0,Tablet,7,4.6,2018
